rainfall_24h,rainfall_intensity,soil_moisture,slope,elevation,historical_events,temperature,humidity,pore_water_pressure,risk_probability,risk_percentage,risk_category,landslide_occurred
1.01,0.28,27.45,41.56,2767.2,5,12.0,61.4,1.05,0.0252,2.52,LOW,0
84.01,19.85,51.25,57.98,2775.7,10,12.7,80.1,7.76,0.216,21.6,LOW,0
0.29,0.08,17.4,22.98,542.8,9,25.7,60.3,3.37,0.0183,1.83,LOW,0
46.62,7.86,38.04,37.59,517.6,11,24.4,68.2,5.04,0.1193,11.93,LOW,0
5.78,1.38,16.54,32.81,1025.0,6,21.4,58.6,1.78,0.0174,1.74,LOW,0
85.16,19.95,56.19,47.31,2830.6,7,12.6,66.4,11.78,0.3108,31.08,MODERATE,0
198.47,33.17,73.98,62.55,630.3,7,20.2,93.1,27.84,0.9826,98.26,CRITICAL,1
175.87,36.6,73.3,32.68,2374.0,9,13.6,77.0,25.97,0.9657,96.57,CRITICAL,1
148.9,32.82,66.67,44.55,548.4,4,20.0,76.7,19.89,0.7626,76.26,CRITICAL,1
0.19,0.04,20.24,30.54,2088.3,8,15.3,61.1,2.25,0.0336,3.36,LOW,0
146.69,37.02,75.32,41.71,1300.4,13,18.5,76.9,23.52,0.8739,87.39,CRITICAL,1
73.58,18.64,42.14,38.81,2577.3,10,15.4,71.1,7.09,0.201,20.1,LOW,0
78.92,20.21,45.75,61.33,939.4,1,21.0,72.7,7.92,0.2444,24.44,LOW,0
37.68,9.37,32.1,43.05,2135.6,6,15.3,62.3,3.98,0.0569,5.69,LOW,0
14.8,2.93,25.65,35.64,945.3,10,17.4,62.6,1.48,0.0373,3.73,LOW,0
78.44,14.2,46.42,26.79,2355.3,4,17.6,72.0,9.49,0.1838,18.38,LOW,0
12.06,3.05,31.89,28.58,2827.4,11,9.7,55.0,3.5,0.0415,4.15,LOW,0
28.95,5.74,33.91,31.57,624.1,11,23.4,67.6,3.76,0.0357,3.57,LOW,0
139.4,22.22,60.24,32.49,2806.5,11,14.5,68.7,16.19,0.6083,60.83,HIGH,1
195.57,39.34,79.73,52.59,2001.0,9,18.9,99.0,27.32,0.9706,97.06,CRITICAL,1
5.31,0.76,19.65,41.59,625.0,10,21.8,64.0,1.35,0.0588,5.88,LOW,0
8.92,2.06,33.41,40.47,1511.2,9,21.0,67.5,2.31,0.0363,3.63,LOW,0
129.35,22.47,58.69,26.83,724.5,17,21.1,83.4,13.76,0.6975,69.75,HIGH,1
50.55,8.17,36.89,53.09,2316.0,9,15.8,67.3,7.85,0.2185,21.85,LOW,0
33.81,9.23,24.73,47.01,2488.7,13,12.4,60.4,3.92,0.0988,9.88,LOW,0
145.38,35.52,63.17,24.08,562.1,7,22.4,81.7,19.08,0.6755,67.55,HIGH,1
0.03,0.01,33.42,46.45,1743.1,10,18.5,65.0,1.85,0.0467,4.67,LOW,0
49.54,10.89,41.93,41.06,2653.1,10,11.6,62.5,6.48,0.1608,16.08,LOW,0
278.4,70.79,98.0,24.98,3011.7,10,16.5,99.0,35.0,0.9976,99.76,CRITICAL,1
58.11,14.03,41.85,38.65,1764.9,4,16.7,57.9,6.22,0.0768,7.68,LOW,0
21.58,4.66,17.94,39.38,3053.3,4,8.2,58.4,4.1,0.0306,3.06,LOW,0
81.93,22.43,48.29,29.22,1830.3,5,15.7,67.1,10.22,0.207,20.7,LOW,0
18.46,2.78,31.17,58.71,1412.9,5,20.2,72.9,3.02,0.1407,14.07,LOW,0
26.05,7.06,36.77,52.56,2752.2,5,13.1,55.9,5.75,0.0659,6.59,LOW,0
22.69,4.18,31.17,45.06,1704.3,6,19.4,65.8,3.19,0.0535,5.35,LOW,0
20.77,4.25,26.96,38.76,1642.1,6,21.2,72.7,2.5,0.0267,2.67,LOW,0
52.24,7.29,39.13,37.4,1696.4,13,14.5,73.9,5.81,0.1258,12.58,LOW,0
26.19,5.41,30.62,44.44,2748.0,7,15.3,73.1,3.74,0.0948,9.48,LOW,0
13.33,2.9,31.35,41.12,2704.2,11,10.8,72.0,1.56,0.0284,2.84,LOW,0
10.45,2.92,27.44,23.71,1440.4,9,21.1,61.9,3.0,0.0272,2.72,LOW,0
1.35,0.37,20.43,40.16,1233.2,9,25.5,63.1,4.16,0.0519,5.19,LOW,0
30.63,8.41,36.41,50.46,1701.2,3,16.6,65.8,4.96,0.0727,7.27,LOW,0
9.15,1.61,23.87,38.68,1939.7,12,15.2,64.3,3.06,0.0449,4.49,LOW,0
5.61,1.56,24.99,22.96,953.1,4,20.2,63.4,2.73,0.0256,2.56,LOW,0
37.13,7.16,33.08,49.57,2592.2,10,12.9,75.9,3.21,0.079,7.9,LOW,0
40.01,10.26,37.39,30.67,1685.1,3,21.9,67.8,3.7,0.0326,3.26,LOW,0
48.82,7.55,31.81,32.76,1235.4,6,18.4,61.6,4.96,0.0293,2.93,LOW,0
24.51,4.93,32.02,29.17,565.1,6,23.7,67.3,2.98,0.0396,3.96,LOW,0
78.57,21.57,52.4,35.06,954.6,6,25.2,76.2,7.96,0.1982,19.82,LOW,0
96.4,26.17,52.47,48.33,3050.4,5,12.8,69.5,10.75,0.2937,29.37,MODERATE,0
57.64,13.22,37.8,40.36,1150.0,3,20.4,63.5,6.37,0.0619,6.19,LOW,0
35.33,8.75,33.06,30.8,748.1,11,23.4,71.0,4.68,0.0616,6.16,LOW,0
12.67,1.88,30.03,54.06,1609.0,8,21.4,58.7,1.85,0.0682,6.82,LOW,0
237.72,55.97,94.36,54.16,1155.9,10,25.6,93.2,35.0,0.9962,99.62,CRITICAL,1
11.21,2.45,35.66,53.65,353.7,5,30.3,58.9,3.13,0.0291,2.91,LOW,0
7.93,1.07,19.09,32.06,1203.3,9,24.8,62.7,1.0,0.0147,1.47,LOW,0
98.35,13.58,53.86,38.46,1855.1,14,16.1,81.4,10.76,0.2929,29.29,MODERATE,0
2.05,0.28,26.5,63.11,1877.6,8,22.2,64.3,2.08,0.0475,4.75,LOW,0
134.38,31.7,62.29,48.96,1301.8,10,19.0,77.4,16.16,0.7398,73.98,HIGH,1
31.07,4.43,35.48,20.75,1569.5,6,15.2,72.7,3.66,0.0351,3.51,LOW,0
28.49,5.55,31.83,23.92,3098.3,16,11.2,69.5,6.13,0.0589,5.89,LOW,0
37.33,6.61,30.46,38.8,1363.2,10,24.2,71.6,2.54,0.0808,8.08,LOW,0
24.05,5.0,32.8,55.99,1011.8,10,24.1,69.4,4.84,0.123,12.3,LOW,0
1.14,0.27,28.57,40.92,968.2,9,22.5,57.1,2.4,0.0464,4.64,LOW,0
33.16,7.61,34.05,39.74,1600.4,8,19.9,59.5,2.81,0.0635,6.35,LOW,0
44.08,8.93,42.64,26.34,2490.6,9,15.6,64.6,6.06,0.0458,4.58,LOW,0
18.87,3.67,29.1,44.64,857.7,10,23.7,68.8,3.03,0.0384,3.84,LOW,0
153.79,28.24,70.36,51.18,2342.4,7,14.4,76.0,22.68,0.8473,84.73,CRITICAL,1
9.01,2.32,19.61,36.53,312.4,6,24.4,53.5,2.98,0.0446,4.46,LOW,0
8.75,1.51,38.66,49.11,1485.9,4,20.1,50.4,2.81,0.1168,11.68,LOW,0
6.16,1.0,25.59,60.48,2538.8,10,13.7,53.4,1.98,0.0929,9.29,LOW,0
16.28,3.89,27.12,30.76,1249.3,6,21.1,57.7,3.96,0.0345,3.45,LOW,0
65.71,11.67,42.07,40.47,1913.0,4,20.1,70.6,6.58,0.1704,17.04,LOW,0
61.59,15.74,37.5,33.71,854.7,13,22.7,62.3,4.76,0.2037,20.37,LOW,0
16.89,2.91,23.89,49.85,2438.9,5,14.1,66.5,0.83,0.0336,3.36,LOW,0
31.13,7.23,33.92,42.08,404.2,5,26.3,64.9,2.66,0.1572,15.72,LOW,0
44.66,5.68,38.07,43.9,2765.0,7,19.4,54.4,5.86,0.1588,15.88,LOW,0
9.66,1.76,28.82,50.07,834.7,8,20.7,61.3,2.14,0.0336,3.36,LOW,0
6.44,1.13,26.63,36.97,2829.5,5,15.2,61.8,1.54,0.0196,1.96,LOW,0
125.26,31.4,59.66,56.38,1290.0,9,20.2,90.3,15.02,0.891,89.1,CRITICAL,1
33.64,9.24,28.4,40.75,2381.9,12,14.7,66.5,4.55,0.1163,11.63,LOW,0
139.49,27.03,61.62,28.88,1191.7,9,18.2,70.3,18.11,0.5623,56.23,HIGH,1
14.42,3.63,29.85,46.01,2922.4,6,16.6,63.5,2.94,0.0509,5.09,LOW,0
42.49,9.86,34.2,49.87,623.6,6,25.1,67.4,4.02,0.123,12.3,LOW,0
8.81,2.42,28.93,34.65,776.6,9,25.4,65.0,2.07,0.0519,5.19,LOW,0
10.6,2.65,27.29,52.93,1704.4,8,14.9,77.4,2.39,0.1096,10.96,LOW,0
25.1,3.32,31.31,55.78,491.7,9,23.7,60.5,2.52,0.0979,9.79,LOW,0
13.48,3.16,29.81,33.37,828.1,11,24.5,58.1,2.61,0.0466,4.66,LOW,0
116.25,23.91,59.97,62.88,3034.1,8,10.9,80.3,13.6,0.656,65.6,HIGH,1
10.68,1.31,31.53,28.1,3130.6,6,11.9,72.6,2.97,0.02,2.0,LOW,0
1.27,0.2,35.27,30.69,1360.0,5,25.8,64.2,2.56,0.0185,1.85,LOW,0
42.66,11.41,41.26,29.99,2973.7,8,12.9,64.3,6.29,0.0648,6.48,LOW,0
23.71,6.36,24.24,55.02,1857.2,10,16.7,69.5,3.29,0.1004,10.04,LOW,0
3.46,0.86,20.55,44.55,1045.7,8,20.6,71.3,2.36,0.0245,2.45,LOW,0
6.59,1.83,25.47,28.62,2322.1,4,13.3,56.4,1.47,0.0445,4.45,LOW,0
3.79,0.94,22.25,38.17,2193.8,6,14.9,54.6,2.1,0.0221,2.21,LOW,0
168.63,20.51,74.17,43.27,3167.9,11,9.6,85.6,23.49,0.8983,89.83,CRITICAL,1
3.46,0.58,28.45,25.09,1031.9,9,22.6,62.3,0.5,0.0243,2.43,LOW,0
218.87,27.34,83.87,54.33,2232.6,9,17.0,99.0,34.77,0.9827,98.27,CRITICAL,1
0.73,0.1,31.15,50.33,403.5,7,26.9,57.3,1.54,0.057,5.7,LOW,0
10.04,1.56,35.08,39.95,585.3,6,25.1,63.9,3.25,0.0289,2.89,LOW,0
77.47,15.54,37.63,60.77,261.6,9,27.1,81.0,6.29,0.1634,16.34,LOW,0
44.37,11.34,30.28,37.57,3198.4,10,16.7,68.0,7.23,0.0907,9.07,LOW,0
2.65,0.68,31.23,62.97,2616.7,7,11.8,58.0,1.67,0.0762,7.62,LOW,0
60.24,13.17,46.22,45.02,2570.8,5,13.8,72.5,6.94,0.2661,26.61,MODERATE,0
23.78,6.38,34.17,43.9,1753.7,6,13.9,61.6,2.9,0.0591,5.91,LOW,0
130.0,26.0,61.45,29.22,1135.2,8,20.8,81.5,17.16,0.5722,57.22,HIGH,1
32.13,8.43,33.48,54.3,696.2,8,21.9,63.7,3.72,0.0992,9.92,LOW,0
40.08,7.72,38.91,37.83,1089.8,8,20.2,65.1,3.83,0.0278,2.78,LOW,0
265.51,43.64,98.0,29.06,1359.1,4,17.6,97.4,35.0,0.9973,99.73,CRITICAL,1
9.25,2.47,34.13,18.92,2481.1,8,11.0,57.9,3.14,0.0238,2.38,LOW,0
34.23,6.23,31.18,41.54,1842.0,9,18.2,71.1,4.57,0.0705,7.05,LOW,0
21.59,4.33,31.13,40.59,478.6,11,27.1,64.4,3.55,0.046,4.6,LOW,0
1.41,0.24,29.85,46.88,303.2,4,24.4,67.9,1.86,0.0488,4.88,LOW,0
0.51,0.12,25.96,54.79,551.9,6,19.9,46.6,1.7,0.0328,3.28,LOW,0
4.44,1.24,29.61,24.84,1461.0,9,20.2,57.5,3.01,0.0348,3.48,LOW,0
119.9,14.88,61.86,47.34,3002.9,9,12.7,73.5,15.25,0.6682,66.82,HIGH,1
29.31,7.74,31.08,30.11,2130.3,13,18.0,62.9,4.76,0.0985,9.85,LOW,0
28.22,3.4,27.8,52.98,2615.4,7,11.1,58.0,3.31,0.0629,6.29,LOW,0
1.13,0.2,21.58,51.04,1625.8,11,17.5,50.5,1.91,0.0913,9.13,LOW,0
22.17,3.26,25.79,40.98,1316.9,9,18.0,67.4,3.4,0.0586,5.86,LOW,0
90.48,21.82,41.06,46.54,569.8,5,23.0,70.0,10.08,0.2391,23.91,LOW,0
17.74,2.27,35.43,34.58,2834.0,6,10.4,66.0,4.31,0.0296,2.96,LOW,0
34.32,7.16,25.18,39.0,2560.3,9,12.6,58.1,3.51,0.0672,6.72,LOW,0
52.97,8.86,49.14,51.16,745.9,6,23.3,58.1,6.31,0.132,13.2,LOW,0
53.62,7.58,37.38,38.68,1761.2,17,18.6,69.5,4.4,0.1534,15.34,LOW,0
25.64,6.24,30.79,35.88,1687.8,6,16.6,67.6,4.11,0.0598,5.98,LOW,0
188.58,29.19,70.23,39.64,2094.0,10,16.1,84.6,24.05,0.9396,93.96,CRITICAL,1
17.38,2.71,31.79,51.47,3041.3,9,9.0,56.5,4.7,0.0847,8.47,LOW,0
76.84,12.6,45.21,35.21,1960.3,7,12.8,79.0,9.1,0.2734,27.34,MODERATE,0
9.62,2.06,28.0,29.55,1843.6,6,19.2,61.1,1.74,0.0319,3.19,LOW,0
11.51,2.6,24.29,46.6,398.5,12,24.2,55.7,3.73,0.0486,4.86,LOW,0
1.91,0.23,27.94,51.37,435.6,7,21.3,51.3,2.64,0.0426,4.26,LOW,0
55.57,8.82,36.44,26.08,802.7,4,25.0,64.2,6.11,0.0587,5.87,LOW,0
18.89,3.57,30.68,32.1,345.8,16,25.5,60.5,2.78,0.1277,12.77,LOW,0
9.11,1.58,29.86,28.16,2442.9,8,15.7,65.9,3.04,0.0178,1.78,LOW,0
9.23,2.41,34.84,35.59,2383.8,7,15.9,61.3,1.16,0.0384,3.84,LOW,0
81.08,19.95,51.73,38.44,651.4,5,21.7,71.3,9.61,0.3053,30.53,MODERATE,0
174.4,38.39,74.28,48.02,2716.4,7,15.4,80.7,24.64,0.9458,94.58,CRITICAL,1
175.71,30.59,74.16,44.45,706.6,13,19.5,94.6,25.17,0.9488,94.88,CRITICAL,1
122.6,28.46,60.89,43.45,1138.5,11,20.7,84.2,14.75,0.48,48.0,MODERATE,0
22.51,5.74,35.14,35.73,984.5,11,21.4,68.8,2.79,0.1016,10.16,LOW,0
148.74,32.0,62.92,52.12,1348.3,10,18.6,81.9,20.13,0.8217,82.17,CRITICAL,1
86.48,21.23,53.73,39.01,1001.3,7,25.6,75.4,8.93,0.1913,19.13,LOW,0
4.7,1.13,21.63,62.24,1692.4,5,19.4,45.3,2.59,0.0609,6.09,LOW,0
18.97,4.01,32.59,43.88,1451.9,8,16.5,64.1,1.98,0.0943,9.43,LOW,0
14.79,2.51,31.85,27.41,3160.4,10,7.5,73.8,4.17,0.0457,4.57,LOW,0
24.13,5.78,28.4,45.31,415.0,7,31.1,60.1,3.66,0.05,5.0,LOW,0
21.41,3.28,23.28,34.91,669.4,8,23.1,57.3,1.49,0.0399,3.99,LOW,0
25.61,6.27,30.85,45.67,405.8,9,23.8,63.0,3.76,0.0728,7.28,LOW,0
171.34,42.62,59.83,24.21,2096.2,3,19.4,80.5,19.75,0.6661,66.61,HIGH,1
25.19,6.34,31.16,29.6,410.8,14,21.3,58.2,3.64,0.0559,5.59,LOW,0
9.72,1.9,21.48,52.85,2717.5,9,16.5,63.0,1.05,0.0427,4.27,LOW,0
7.13,1.08,42.56,31.64,1760.2,8,16.3,66.0,3.78,0.0285,2.85,LOW,0
2.35,0.32,30.95,51.9,1804.7,4,19.4,62.0,0.5,0.0541,5.41,LOW,0
50.34,12.03,39.46,33.45,1906.7,11,16.3,60.7,4.77,0.08,8.0,LOW,0
19.52,5.11,37.13,44.17,753.9,6,19.9,58.9,2.22,0.0529,5.29,LOW,0
203.76,45.67,85.58,45.95,833.2,9,23.9,92.5,33.77,0.9816,98.16,CRITICAL,1
45.52,6.51,31.93,40.16,1190.5,12,23.8,70.8,4.12,0.0816,8.16,LOW,0
214.86,57.92,82.03,34.29,2000.8,6,11.1,91.0,33.54,0.9753,97.53,CRITICAL,1
22.25,6.19,36.38,31.1,869.8,7,20.3,58.0,2.82,0.0309,3.09,LOW,0
17.18,3.25,25.01,21.36,593.2,9,27.8,67.2,1.4,0.0223,2.23,LOW,0
16.5,3.55,31.6,34.25,3111.8,9,11.9,73.4,2.71,0.0476,4.76,LOW,0
35.76,8.74,38.39,44.52,314.8,12,27.4,72.1,3.17,0.1718,17.18,LOW,0
23.9,5.68,30.39,58.1,2618.0,12,15.9,75.5,1.48,0.1474,14.74,LOW,0
66.2,18.19,44.3,53.69,2574.7,8,15.0,66.2,7.9,0.1998,19.98,LOW,0
72.7,10.06,49.51,48.71,1126.8,8,22.2,77.1,7.24,0.2014,20.14,LOW,0
6.55,1.39,30.75,49.66,650.1,4,27.2,68.7,3.82,0.0243,2.43,LOW,0
5.13,1.18,28.68,44.92,679.6,13,23.3,57.8,3.68,0.0488,4.88,LOW,0
34.84,9.14,34.69,32.81,2307.4,13,15.3,60.3,5.06,0.0483,4.83,LOW,0
165.34,42.96,74.23,55.85,2146.3,7,18.3,79.0,22.96,0.9293,92.93,CRITICAL,1
0.66,0.18,15.08,45.12,2559.1,11,12.0,59.6,4.14,0.0905,9.05,LOW,0
76.83,15.51,53.89,41.56,3015.6,8,15.0,62.5,7.1,0.1979,19.79,LOW,0
177.73,44.95,74.1,26.63,2291.2,8,16.1,96.8,24.82,0.8266,82.66,CRITICAL,1
180.86,34.07,71.97,38.35,709.8,7,21.2,79.4,26.26,0.9127,91.27,CRITICAL,1
44.23,8.3,40.38,38.71,968.2,5,22.2,69.2,5.97,0.0654,6.54,LOW,0
50.34,8.08,41.95,53.33,2734.5,8,9.5,54.0,5.08,0.2187,21.87,LOW,0
7.87,1.98,22.32,41.15,867.5,7,23.4,73.5,1.53,0.0182,1.82,LOW,0
9.34,2.59,27.95,36.53,463.9,6,24.5,68.9,2.25,0.0228,2.28,LOW,0
25.78,4.15,32.41,61.93,2324.7,10,13.1,54.3,3.42,0.1478,14.78,LOW,0
6.61,0.85,26.71,26.62,1437.5,5,15.6,62.8,1.85,0.0115,1.15,LOW,0
12.76,3.2,36.69,37.7,2964.1,6,9.7,60.5,4.5,0.0531,5.31,LOW,0
13.57,2.98,28.7,22.16,2168.3,6,15.6,63.0,2.02,0.0172,1.72,LOW,0
6.09,1.67,26.05,47.66,516.7,12,24.2,64.7,3.75,0.0955,9.55,LOW,0
8.04,1.29,23.85,56.59,3046.2,12,7.7,56.4,2.75,0.0776,7.76,LOW,0
54.38,7.14,36.1,33.48,1012.7,11,22.5,67.8,6.55,0.0961,9.61,LOW,0
6.4,1.27,28.75,52.99,1244.8,5,18.7,50.1,0.84,0.0577,5.77,LOW,0
1.01,0.14,22.93,33.87,1436.7,4,22.4,60.7,3.07,0.0237,2.37,LOW,0
118.45,19.18,57.23,56.09,401.1,12,28.5,65.4,15.19,0.573,57.3,HIGH,1
191.29,26.81,79.55,48.22,1714.7,9,17.9,96.5,28.73,0.968,96.8,CRITICAL,1
14.08,2.19,29.26,50.39,613.8,3,28.6,53.3,3.59,0.0245,2.45,LOW,0
4.42,0.61,26.91,19.69,1432.9,8,19.8,62.4,0.73,0.0143,1.43,LOW,0
29.57,8.06,33.94,60.31,1284.6,6,17.7,69.4,3.33,0.0457,4.57,LOW,0
82.89,13.64,51.33,47.15,2529.9,8,17.0,83.6,10.83,0.5424,54.24,HIGH,1
198.47,37.91,93.78,34.27,2619.4,8,17.6,99.0,35.0,0.9839,98.39,CRITICAL,1
206.59,54.49,88.99,51.53,702.6,7,26.6,99.0,34.83,0.9923,99.23,CRITICAL,1
13.24,3.02,26.9,33.52,1331.3,7,18.8,61.9,4.05,0.0246,2.46,LOW,0
27.32,5.98,38.73,53.78,1351.4,5,17.5,70.8,1.95,0.0987,9.87,LOW,0
3.35,0.78,20.67,26.71,696.7,12,23.3,62.2,1.95,0.0394,3.94,LOW,0
39.77,10.05,33.3,46.29,2605.4,4,19.9,68.1,4.32,0.1015,10.15,LOW,0
45.2,11.77,41.19,40.98,2336.3,9,12.2,63.1,4.55,0.0961,9.61,LOW,0
117.37,26.15,61.24,25.85,811.6,6,25.6,88.1,16.31,0.5239,52.39,HIGH,1
10.56,2.77,30.96,32.17,1331.8,11,20.4,56.8,1.68,0.0303,3.03,LOW,0
0.65,0.13,22.23,18.89,562.1,5,27.3,53.7,1.13,0.017,1.7,LOW,0
27.61,4.54,29.81,38.94,2103.2,11,13.3,66.6,1.01,0.061,6.1,LOW,0
42.94,11.2,37.68,34.16,608.0,7,24.0,55.7,6.02,0.042,4.2,LOW,0
137.12,28.33,62.13,42.73,3158.5,8,8.4,81.3,17.01,0.5321,53.21,HIGH,1
143.97,38.15,69.75,34.04,2553.0,2,11.9,91.4,19.75,0.6578,65.78,HIGH,1
160.2,20.25,68.47,34.12,1401.2,6,22.1,86.5,21.53,0.7875,78.75,CRITICAL,1
196.47,36.07,78.48,47.79,1956.8,8,14.4,89.7,30.95,0.9728,97.28,CRITICAL,1
14.05,3.82,20.8,22.66,2938.5,8,12.6,57.1,4.14,0.0364,3.64,LOW,0
68.94,11.03,48.68,55.57,1884.6,9,17.8,61.3,6.31,0.377,37.7,MODERATE,0
22.47,6.08,32.9,52.67,764.8,7,21.4,68.6,2.87,0.0968,9.68,LOW,0
56.26,15.34,29.32,45.02,1367.2,4,18.6,68.6,3.83,0.1059,10.59,LOW,0
30.41,7.94,35.74,42.57,2737.3,8,13.8,68.3,3.73,0.0688,6.88,LOW,0
51.91,10.91,37.53,54.91,2150.4,3,16.1,54.6,5.42,0.119,11.9,LOW,0
14.16,3.16,32.84,30.03,2169.6,9,16.2,66.5,1.12,0.0417,4.17,LOW,0
62.31,16.15,41.92,24.81,2807.1,6,12.0,81.3,7.07,0.0882,8.82,LOW,0
11.23,2.74,24.12,32.09,2887.2,6,11.4,69.7,2.04,0.0356,3.56,LOW,0
27.65,6.1,41.39,49.93,2963.4,4,11.6,65.9,4.84,0.0787,7.87,LOW,0
8.43,2.34,35.22,21.5,529.8,6,28.7,55.0,2.56,0.0185,1.85,LOW,0
22.59,5.19,30.4,42.24,1855.2,8,19.1,64.1,1.52,0.0584,5.84,LOW,0
13.4,3.7,30.62,65.31,2434.5,8,14.3,62.9,3.35,0.0874,8.74,LOW,0
10.86,1.4,25.74,52.85,2482.9,11,11.6,58.7,1.16,0.1156,11.56,LOW,0
257.0,36.55,88.43,40.42,2039.8,11,15.7,96.0,35.0,0.997,99.7,CRITICAL,1
182.54,35.09,82.7,23.81,742.0,7,21.6,99.0,28.86,0.9771,97.71,CRITICAL,1
54.18,9.84,36.18,51.63,2602.4,11,11.7,62.3,5.24,0.2712,27.12,MODERATE,0
145.09,35.58,71.99,42.75,2374.3,8,10.3,79.2,19.05,0.7305,73.05,HIGH,1
0.7,0.1,28.68,26.84,504.1,4,25.2,63.5,1.89,0.0324,3.24,LOW,0
143.39,39.6,66.58,25.7,1618.2,8,24.3,94.6,19.1,0.6673,66.73,HIGH,1
10.21,1.74,27.65,56.01,763.2,8,24.3,59.7,2.38,0.0825,8.25,LOW,0
1.45,0.27,28.91,45.07,1245.6,5,23.0,49.4,0.5,0.062,6.2,LOW,0
18.05,2.96,25.4,51.52,303.3,9,28.7,49.9,2.97,0.0481,4.81,LOW,0
95.79,20.37,58.49,54.13,1431.0,7,19.4,89.5,12.7,0.4472,44.72,MODERATE,0
0.41,0.05,25.83,41.91,1872.1,11,17.2,48.6,0.67,0.0553,5.53,LOW,0
31.03,4.47,41.16,40.3,2077.8,15,13.1,65.1,3.22,0.0916,9.16,LOW,0
24.36,5.83,31.21,37.91,2207.3,11,16.4,54.6,4.16,0.0249,2.49,LOW,0
72.33,10.84,45.97,34.66,2717.1,12,13.2,66.1,9.56,0.2605,26.05,MODERATE,0
105.06,16.57,55.74,38.02,885.6,14,21.0,71.9,12.37,0.511,51.1,HIGH,1
40.05,9.89,39.09,49.04,605.4,11,27.5,54.3,4.37,0.1181,11.81,LOW,0
39.89,5.38,45.22,42.84,2762.0,8,10.9,73.3,5.45,0.1108,11.08,LOW,0
38.71,7.35,33.65,54.93,712.0,5,31.2,68.4,5.7,0.2163,21.63,LOW,0
99.86,12.35,52.32,38.25,3125.5,9,11.8,72.4,10.55,0.4355,43.55,MODERATE,0
60.62,10.64,41.88,43.01,2735.5,10,12.9,65.6,6.09,0.1136,11.36,LOW,0
1.5,0.35,13.84,43.79,1727.6,6,23.3,66.8,1.53,0.0348,3.48,LOW,0
22.29,3.0,28.47,42.52,3145.2,11,5.0,63.9,1.73,0.0955,9.55,LOW,0
142.92,37.46,62.57,46.26,537.3,11,24.3,94.0,18.95,0.8712,87.12,CRITICAL,1
12.99,3.45,41.83,32.01,1144.0,7,20.6,59.3,3.24,0.0223,2.23,LOW,0
21.01,2.87,32.18,40.16,2132.8,8,15.8,65.7,1.2,0.0409,4.09,LOW,0
16.97,4.73,32.22,26.27,1282.5,7,21.5,55.2,2.97,0.0186,1.86,LOW,0
19.82,3.32,23.21,36.65,2988.7,3,11.0,60.4,4.49,0.04,4.0,LOW,0
135.65,18.1,62.67,39.46,443.6,7,29.1,86.6,17.58,0.5869,58.69,HIGH,1
3.25,0.39,30.59,44.48,1870.8,8,18.8,67.6,3.78,0.0886,8.86,LOW,0
89.39,16.57,62.61,59.13,1993.1,10,18.2,84.5,11.51,0.6767,67.67,HIGH,1
22.9,5.06,27.99,42.8,2175.5,9,17.2,66.1,4.12,0.0551,5.51,LOW,0
34.21,5.92,25.5,47.81,1004.2,8,19.3,72.5,4.89,0.0502,5.02,LOW,0
62.06,15.75,38.5,39.98,1325.5,4,21.2,73.1,6.23,0.0768,7.68,LOW,0
15.65,3.67,25.52,43.88,2738.9,10,13.5,59.9,2.31,0.0635,6.35,LOW,0
19.7,3.47,26.71,24.3,825.1,4,20.7,53.9,4.05,0.0316,3.16,LOW,0
18.44,4.38,34.7,32.61,2689.3,12,15.4,61.4,3.69,0.0514,5.14,LOW,0
16.44,4.45,31.32,36.0,1909.8,7,12.4,55.6,3.88,0.0145,1.45,LOW,0
90.91,12.26,44.81,39.04,2498.5,10,20.6,80.0,9.75,0.3364,33.64,MODERATE,0
61.8,10.44,49.38,22.46,2355.1,5,15.0,75.9,7.41,0.0399,3.99,LOW,0
4.04,0.78,35.6,28.06,862.2,9,21.1,54.5,2.17,0.0133,1.33,LOW,0
4.0,0.8,17.6,33.37,1928.0,7,18.9,67.3,1.77,0.0391,3.91,LOW,0
125.56,25.96,66.05,61.27,2809.8,13,14.1,71.8,17.33,0.7444,74.44,HIGH,1
3.64,0.61,25.17,35.1,1524.7,7,24.7,69.2,1.99,0.0339,3.39,LOW,0
33.78,7.66,29.75,39.3,3101.4,6,15.4,64.1,4.06,0.0562,5.62,LOW,0
5.43,1.21,19.24,30.46,1584.0,13,16.0,63.6,1.4,0.0251,2.51,LOW,0
25.86,5.49,29.98,43.12,671.2,8,23.6,72.6,2.54,0.0657,6.57,LOW,0
60.42,8.35,39.31,33.5,1398.8,8,18.0,72.6,6.86,0.0859,8.59,LOW,0
13.32,2.62,29.47,30.88,3057.5,8,13.0,61.2,3.1,0.034,3.4,LOW,0
187.39,33.17,88.2,40.28,1193.2,11,25.0,93.4,31.32,0.9744,97.44,CRITICAL,1
23.16,4.6,28.95,17.59,2810.9,8,9.2,57.7,4.58,0.0223,2.23,LOW,0
134.02,35.85,55.49,18.06,2849.7,8,12.2,68.5,14.57,0.361,36.1,MODERATE,0
72.53,14.28,43.66,31.34,1283.1,5,19.4,77.8,8.14,0.087,8.7,LOW,0
165.78,20.26,76.63,21.69,495.6,10,27.4,77.0,25.32,0.896,89.6,CRITICAL,1
